City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Tessalit,ML,20.1986,1.0114,89.13,9,10,13.8,clear sky
701,Poum,NC,-20.2333,164.0167,77.11,79,9,3.69,clear sky
702,Ligayan,PH,4.6533,119.4706,83.07,76,28,5.3,scattered clouds
703,Umm Kaddadah,SD,13.6017,26.6876,91.02,7,78,12.17,broken clouds
704,Rio Piracicaba,BR,-19.9292,-43.1742,76.62,57,47,4.12,scattered clouds
705,Dabakala,CI,8.3667,-4.4333,88.77,48,95,3.38,overcast clouds
706,Breves,BR,-1.6822,-50.4803,77.18,96,89,3.53,overcast clouds
707,Inongo,CD,-1.95,18.2667,75.02,81,74,8.39,broken clouds
708,Saint-Augustin,CA,51.226,-58.6502,38.75,82,100,22.73,overcast clouds
709,Paicol,CO,2.4496,-75.775,77.65,63,100,5.17,overcast clouds
710,General Delgado,PY,-27.1667,-56.5167,77.52,67,34,3.22,scattered clouds
711,Igbo Ora,NG,7.4333,3.2833,84.51,64,100,4.07,overcast clouds
712,Camiri,BO,-20.05,-63.5167,64.18,88,100,0.0,overcast clouds
713,Bitung,ID,1.4451,125.1824,77.85,86,94,5.79,overcast clouds
714,Kontagora,NG,10.3999,5.4695,91.85,34,55,2.55,broken clouds
715,Corowa,AU,-36.0333,146.3833,52.41,91,29,3.71,scattered clouds
716,Greymouth,NZ,-42.4667,171.2,59.49,90,100,2.08,overcast clouds
717,Rehoboth,NA,-23.3167,17.0833,67.73,29,0,9.69,clear sky
718,Chilca,PE,-12.5211,-76.7372,67.33,83,65,7.76,broken clouds
719,Bubaque,GW,11.2833,-15.8333,78.73,71,11,13.58,few clouds
720,Zapolyarnyy,RU,69.4154,30.8136,27.68,88,98,2.64,overcast clouds
721,Las Vegas,US,36.175,-115.1372,81.84,17,0,25.32,clear sky
722,Gravelbourg,CA,49.8834,-106.5512,55.67,50,100,5.32,overcast clouds
723,Nabisar,PK,25.0685,69.6419,89.46,44,5,24.2,clear sky
724,Yakeshi,CN,49.2833,120.7333,37.63,35,46,5.95,scattered clouds
725,Piacabucu,BR,-10.4056,-36.4344,82.8,62,59,12.44,broken clouds
726,Requena,ES,39.4883,-1.1004,64.87,73,96,4.38,light rain
